date,open,high,low,close,adj_close,volume,adj_open
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.50372314453125,148158800,36.78414211195393
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,33.76808166503906,365248800,34.19317934017915
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.2096061706543,234428400,34.32378608802359
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.13124084472656,219111200,35.3141057597988
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,35.800960540771484,164101200,35.51835204691937
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.40891647338867,180396400,35.929194550467045
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.525291442871094,143122800,36.216559392156526
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.16667556762695,108092800,36.306794806835
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.62283706665039,129756800,35.82470125952503
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.3519287109375,114843600,35.686968193150925
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,36.796016693115234,122278800,36.35429336518652
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.014503479003906,119284800,36.62027653760977
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.24249267578125,135004000,37.4039811406747
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.406532287597656,121576000,37.14511242707088
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.55378341674805,92522400,36.60840409054777
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.264041900634766,101766000,36.59889738789528
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.46572494506836,134142000,36.92425809596469
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.11899948120117,104768400,36.99787950771421
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,36.73426055908203,166348800,37.10711458583651
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.244483947753906,244439200,38.769512886359
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.527095794677734,162958400,39.44872512778767
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.546104431152344,130672400,39.65059867839811
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.66941452026367,125982000,39.757470562179186
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.36524200439453,144406400,41.051762882070676
